car_reg,purchase_date,county,make,model,type,colour,tax_band,price
191-c-3301,15 Feb,CORK,Mercedes : C-Class,,Estate,RED,2,75331
192-d-417,06 Oct,DUBLIN,BMW : 3 Series,,Hatchback,RED,3,58079
191-l-1893,09 Jan,LIMERICK,Opel : Corsa,,Hatchback,BLUE,1,17939
191-g-1178,24 Jan,GALWAY,Audi : Q7,,SUV,BLUE,4,107034
202-w-1674,12 Jul,WATERFORD,BMW : 2 series,,Coupe,BLUE,2,44647
182-C-2879,2018-Jul-26,Cork,bmw,x3 : suv,,<colour>Blue</colour>,C,110777
191-L-1952,2019-Mar-27,Limerick,toyota,prius : hatchback,,<colour>Blue</colour>,B,36895
192-C-2840,2019-Sep-18,,opel,CROSSLAND X,SUV,#FF0000,A,22786
192-G-2534,2019-Jul-26,,Opel,Crossland X,SUV,Blue,A,24537
191-D-1474,2019-Jan-23,,Toyota,Yaris,Hatchback,Silver,A,19707
192-W-3137,2019-Nov-14,,Opel,Crossland X,SUV,Silver,A,25901
181-L-3921,2018-Feb-04,,Toyota,Camery,Saloon,Silver,B,39926
XXX-X-3990,2018-01-23,Limerick,Toyota : Yaris (Hatchback),,,white,a,16930
191-L-443,2019-Jan-01,Limerick,mazda,mazda3 : saloon,,<colour>Blue</colour>,B,36433
201-c-4951,11 May,CORK,Ford : Kuga,,SUV,BLUE,2,47120
181-d-4159,03 Mar,DUBLIN,Toyota : Camery,,Saloon,BLUE,2,42786
201-D-4173,2020-Jan-24,,Audi,Q3,SUV,White,B,54650
201-G-3256,2020-Jan-08,Galway,toyota,corolla : saloon,,<colour>White</colour>,B,28853
201-D-4227,2020-Jan-04,,Mercedes,C-Class,Saloon,Silver,B,83412
XXX-X-4628,2019-09-15,Galway,Mazda : CX-30 (SUV),,,red,b,33244
181-c-4654,21 Mar,CORK,Ford : Kuga,,SUV,RED,2,36630
201-d-3525,22 Mar,DUBLIN,Toyota : Camery,,Saloon,WHITE,2,40952
XXX-X-3888,2020-02-24,Limerick,Mazda : Mazda6 (Saloon),,,red,b,43034
191-D-4733,2019-Mar-05,,Toyota,Corolla,Hatchback,Silver,B,33449
181-D-1227,2018-Jan-02,,Audi,Q3,SUV,Silver,B,48235
XXX-X-3238,2020-07-07,Limerick,Toyota : Camery (Saloon),,,white,b,41613
XXX-X-2130,2020-07-19,Waterford,BMW : 3 Series (Estate),,,red,b,64712
181-d-2619,24 Jun,DUBLIN,Mazda : Mazda3,,Saloon,WHITE,2,31857
181-c-4789,17 Apr,CORK,BMW : X3,,SUV,BLUE,3,64236
202-L-4159,2020-Jul-01,,Audi,A6,Saloon,White,C,89231
XXX-X-2721,2018-03-16,Cork,Toyota : Yaris (Hatchback),,,blue,a,19721
192-w-1566,16 Aug,WATERFORD,BMW : X3,,SUV,WHITE,3,126137
191-L-3818,2019-Jan-22,,Mercedes,C-Class,Saloon,Silver,B,120727
181-c-3717,19 Feb,CORK,Audi : A4,,Estate,WHITE,2,53991
XXX-X-4269,2018-03-19,Galway,Toyota : Corolla (Saloon),,,red,b,29283
191-L-4914,2019-Jan-16,,Ford,Fiesta,Hatchback,White,A,29534
201-D-3732,2020-Apr-04,,Opel,Grandland X,SUV,White,B,46206
202-L-686,2020-Oct-03,,BMW,7 Series,Saloon,White,D,176978
201-d-2379,08 Feb,DUBLIN,Opel : Insignia,,Hatchback,SILVER,2,34543
202-W-611,2020-Jul-01,,Mercedes,A-Class,Saloon,White,B,39624
191-d-1344,25 Mar,DUBLIN,Ford : Focus,,Estate,ORANGE,1,26298
181-d-4394,16 Mar,DUBLIN,Toyota : Rav4,,SUV,WHITE,2,37238
191-D-4070,2019-Mar-21,Dublin,opel,insignia : hatchback,,<colour>White</colour>,B,38577
XXX-X-1200,2020-03-17,Limerick,Opel : Astra (Hatchback),,,silver,a,25564
191-d-1725,20 Jan,DUBLIN,Opel : Astra,,Hatchback,RED,1,27132
181-D-249,2018-Jan-22,,BMW,3 Series,Estate,White,B,58375
191-c-4132,15 Mar,CORK,Audi : Q7,,SUV,WHITE,4,93205
201-C-3796,2020-Mar-07,,Toyota,Yaris,Hatchback,Red,A,17195
XXX-X-2009,2019-01-15,Galway,Ford : Mondeo (Saloon),,,silver,b,35294
201-d-4457,17 Mar,DUBLIN,Audi : Q3,,SUV,RED,2,43444
XXX-X-2172,2018-02-07,Dublin,Opel : Insignia (Hatchback),,,silver,b,33526
191-D-4675,2019-Apr-08,,opel,CORSA,Hatchback,#FFFFFF,A,20543
191-d-3004,09 Jan,DUBLIN,Mazda : CX-30,,SUV,RED,2,34140
191-C-2892,2019-Mar-07,,Mazda,Mazda3,Hatchback,White,B,31354
202-w-2798,23 Jul,WATERFORD,BMW : 3 Series,,Estate,WHITE,2,59207
191-G-4506,2019-Feb-17,Galway,toyota,yaris : hatchback,,<colour>Red</colour>,A,17632
181-g-118,20 Apr,GALWAY,Ford : Mustang,,Coupe,BLUE,3,65443
XXX-X-4977,2019-01-02,Dublin,Toyota : Prius (Hatchback),,,red,b,36628
181-L-4055,2018-Feb-16,,Opel,Corsa,Hatchback,Blue,A,18167
181-C-919,2018-Jan-07,,Mercedes,GLC-Class,SUV,Red,C,84072
181-l-873,10 Feb,LIMERICK,Ford : Mondeo,,Hatchback,RED,2,35763
181-W-255,2018-Feb-21,,Mercedes,C-Class,Estate,Red,B,77566
201-W-3356,2020-Jan-01,,Toyota,Yaris,Hatchback,Silver,A,17602
191-C-2285,2019-Mar-17,,BMW,3 Series,Estate,White,B,53959
191-D-4303,2019-Feb-06,,mercedes,A-CLASS,Hatchback,#FFFFFF,B,36560
XXX-X-2297,2019-01-16,Waterford,BMW : 2 series (Coupe),,,blue,b,36858
201-W-4288,2020-Jan-03,Waterford,ford,kuga : suv,,<colour>White</colour>,B,49296
182-D-4296,2018-Jul-16,,audi,A6,Saloon,#FF0000,C,86552
181-D-988,2018-Jun-01,Dublin,audi,a6 : saloon,,<colour>Blue</colour>,C,66666
201-C-1451,2020-Jan-10,,mazda,CX-5,SUV,#C0C0C0,B,43790
182-G-2863,2018-Jul-13,Galway,bmw,3 series : saloon,,<colour>Blue</colour>,B,68563
191-l-1386,14 Feb,LIMERICK,BMW : 2 series,,Coupe,BLUE,2,85012
201-D-4517,2020-Jan-21,,mercedes,A-CLASS,Hatchback,#0000FF,B,42546
181-D-46,2018-Apr-07,Dublin,mazda,cx-30 : suv,,<colour>Blue</colour>,B,41036
182-D-3976,2018-Jul-11,,Audi,Q7,SUV,Blue,D,102858
181-C-1209,2018-Feb-10,,Toyota,Prius,Hatchback,White,B,35521
191-W-4252,2019-Jan-06,,toyota,PRIUS,Hatchback,#FF0000,B,36417
182-W-685,2018-Jul-09,,opel,ASTRA,Hatchback,#FF0000,A,28570
201-L-690,2020-Jan-26,,mazda,CX-30,SUV,#FFFFFF,B,31936
191-d-1821,12 Jan,DUBLIN,Mercedes : GLC-Class,,SUV,WHITE,3,81028
191-G-3463,2019-Feb-27,,bmw,X3,SUV,#FFA500,C,101665
201-W-3232,2020-Mar-11,,BMW,2 series,Coupe,White,B,64552
201-W-50,2020-Mar-09,,Mercedes,C-Class,Saloon,Red,B,83199
181-C-851,2018-Mar-16,,BMW,2 series,Coupe,White,B,48364
201-G-3938,2020-Jan-07,Galway,opel,grandland x : suv,,<colour>Silver</colour>,B,51892
201-G-16,2020-Mar-12,,Mercedes,C-Class,Estate,Orange,B,48953
181-D-667,2018-Apr-15,,Audi,A6,Estate,Silver,C,94982
181-c-3606,12 Jan,CORK,Ford : Mondeo,,Hatchback,WHITE,2,37984
XXX-X-4534,2019-03-13,Dublin,Mercedes : A-Class (Hatchback),,,white,b,57060
181-C-4839,2018-Feb-21,,Mercedes,C-Class,Saloon,White,B,49086
181-D-2848,2018-Apr-09,,Audi,A4,Saloon,Silver,B,49199
201-D-4513,2020-Jan-09,,Opel,Astra,Estate,Blue,B,28154
191-C-1412,2019-Jan-16,,opel,GRANDLAND X,SUV,#FFFFFF,B,45816
182-g-329,01 Aug,GALWAY,Opel : Corsa,,Hatchback,BLUE,1,24455
XXX-X-2730,2019-01-16,Cork,BMW : 2 series (Coupe),,,blue,b,41036
182-L-3776,2018-Jul-10,,Audi,Q3,SUV,Silver,B,40628
192-l-4880,24 Jul,LIMERICK,BMW : 2 series,,Coupe,BLUE,2,68486
201-l-4055,14 Jan,LIMERICK,Toyota : Yaris,,Hatchback,SILVER,1,17527
202-L-69,2020-Jul-24,,Audi,A4,Saloon,Silver,B,45834
201-L-3950,2020-Jan-13,,Audi,A4,Saloon,Blue,B,48836
191-d-4428,07 Jan,DUBLIN,Opel : Astra,,Hatchback,SILVER,1,26261
192-d-1116,15 Jul,DUBLIN,Mazda : Mazda3,,Hatchback,RED,2,32820
192-d-4930,13 Jul,DUBLIN,Opel : Astra,,Estate,ORANGE,2,29633
201-D-4430,2020-Jan-27,,Toyota,Corolla,Saloon,White,B,29087
XXX-X-1670,2018-01-09,Galway,Mazda : CX-30 (SUV),,,red,b,29083
202-l-3876,20 Jul,LIMERICK,Mercedes : C-Class,,Saloon,RED,2,72801
XXX-X-3357,2019-01-25,Dublin,Opel : Astra (Hatchback),,,blue,a,24552
XXX-X-621,2020-09-17,Dublin,Mazda : Mazda3 (Hatchback),,,white,b,36926
182-d-357,01 Jul,DUBLIN,Ford : Focus,,Hatchback,RED,1,35332
191-D-382,2019-Jan-12,Dublin,mercedes,glc-class : suv,,<colour>White</colour>,C,77644
181-l-1569,20 Feb,LIMERICK,Toyota : Corolla,,Saloon,RED,2,31878
201-D-1605,2020-Jan-20,,Ford,Fiesta,Hatchback,Silver,A,26843
181-C-2918,2018-Jan-06,,Opel,Grandland X,SUV,White,B,35445
191-D-2993,2019-Jan-15,Dublin,mazda,mazda3 : saloon,,<colour>Silver</colour>,B,31978
182-G-2273,2018-Jul-26,,Mazda,CX-5,SUV,Red,B,37722
181-d-2443,23 Jan,DUBLIN,Opel : Corsa,,Hatchback,RED,1,22030
181-L-4137,2018-Mar-08,,audi,A4,Saloon,#FF0000,B,55866
201-C-4586,2020-Apr-02,Cork,audi,a6 : saloon,,<colour>Red</colour>,C,73050
XXX-X-1989,2018-07-03,Limerick,Toyota : Corolla (Saloon),,,orange,b,29874
201-d-650,12 Feb,DUBLIN,BMW : 3 Series,,Hatchback,SILVER,3,69128
191-G-3737,2019-Jan-13,,Mercedes,C-Class,Saloon,Silver,B,44643
XXX-X-803,2020-10-27,Galway,Ford : Focus (Estate),,,white,a,41113
181-L-2207,2018-Jan-10,,Ford,Mustang,Coupe,Red,C,53801
201-C-3065,2020-Jan-06,Cork,toyota,corolla : saloon,,<colour>Blue</colour>,B,29608
201-D-3194,2020-Apr-18,,Audi,A4,Saloon,Red,B,47375
201-C-990,2020-Jan-19,,Mercedes,AMG-GT,Hatchback,Red,D,167853
201-C-2177,2020-Jan-24,,Toyota,Rav4,SUV,Blue,B,46694
191-D-3767,2019-Mar-26,,Opel,Astra,Estate,Red,B,29834
191-D-3107,2019-Jan-10,,Audi,A4,Saloon,Blue,B,54873
202-W-4117,2020-Jul-19,,Mazda,Mazda3,Hatchback,Red,B,32691
202-g-3003,02 Jul,GALWAY,Ford : Mustang,,Coupe,RED,3,51745
202-D-392,2020-Sep-22,,BMW,5 Series,Estate,White,C,59389
181-w-2963,24 Jan,WATERFORD,Mazda : Mazda3,,Hatchback,WHITE,2,31917
XXX-X-821,2020-04-13,Galway,Mazda : Mazda6 (Estate),,,red,b,38897
181-D-3880,2018-Jan-08,,opel,ASTRA,Estate,#FFFFFF,B,25854
191-W-4832,2019-Jan-18,,Ford,Focus,Hatchback,Red,A,37972
XXX-X-3404,2018-01-26,Limerick,BMW : X3 (SUV),,,red,c,66943
202-c-4155,15 Jul,CORK,Mercedes : AMG-GT,,Hatchback,RED,4,183814
201-G-2557,2020-Jan-18,,Mazda,CX-30,SUV,White,B,41955
201-c-2047,25 Jan,CORK,BMW : 3 Series,,Estate,BLUE,2,55391
192-w-1480,09 Jul,WATERFORD,BMW : 7 Series,,Saloon,WHITE,4,137505
191-D-3397,2019-Apr-27,,Ford,Fiesta,Hatchback,White,A,21090
191-L-89,2019-Feb-06,,mercedes,C-CLASS,Estate,#FFFFFF,B,121593
182-w-208,08 Jul,WATERFORD,Mercedes : A-Class,,Saloon,RED,2,40348
XXX-X-1673,2018-01-05,Waterford,Toyota : Corolla (Hatchback),,,white,b,30718
XXX-X-630,2019-04-24,Waterford,Ford : Kuga (SUV),,,orange,b,49406
XXX-X-3331,2019-07-18,Limerick,Audi : A4 (Estate),,,white,b,48745
191-D-1513,2019-Feb-21,Dublin,mercedes,a-class : saloon,,<colour>White</colour>,B,33814
182-W-948,2018-Jul-20,,Mercedes,C-Class,Saloon,Silver,B,117711
181-L-2332,2018-Mar-23,,Ford,Kuga,SUV,Silver,B,41276
202-c-3147,12 Jul,CORK,Mercedes : AMG-GT,,Hatchback,SILVER,4,194263
XXX-X-3344,2020-01-06,Limerick,Mercedes : A-Class (Hatchback),,,white,b,43387
XXX-X-3374,2018-03-26,Cork,Opel : Insignia (Hatchback),,,blue,b,28034
201-C-419,2020-Feb-26,Cork,ford,focus : estate,,<colour>Silver</colour>,A,39888
191-d-4659,10 Mar,DUBLIN,Ford : Kuga,,SUV,WHITE,2,46591
191-D-398,2019-Feb-18,,Mercedes,C-Class,Estate,White,B,66951
202-C-1073,2020-Sep-01,,Audi,A6,Estate,Blue,C,70080
181-c-4537,05 Jan,CORK,Ford : Focus,,Hatchback,SILVER,1,32622
181-C-4530,2018-Feb-24,,Ford,Mustang,Coupe,White,C,67993
XXX-X-334,2018-01-22,Dublin,Mercedes : GLC-Class (SUV),,,blue,c,77094
XXX-X-692,2019-02-03,Galway,Toyota : Corolla (Hatchback),,,blue,b,29167
201-c-4393,14 Jan,CORK,Opel : Crossland X,,SUV,RED,1,26161
191-D-360,2019-Jan-27,,Mercedes,C-Class,Estate,White,B,66576
181-L-3451,2018-Mar-17,,ford,MUSTANG,Coupe,#FFFFFF,C,71528
XXX-X-4915,2018-10-05,Cork,Audi : Q7 (SUV),,,white,d,119037
201-L-1153,2020-Feb-27,Limerick,toyota,corolla : hatchback,,<colour>Blue</colour>,B,29719
201-d-2913,14 Jan,DUBLIN,Ford : Mondeo,,Hatchback,WHITE,2,33826
XXX-X-1936,2018-07-12,Dublin,Toyota : Rav4 (SUV),,,white,b,40739
XXX-X-2530,2019-02-13,Dublin,Mazda : CX-30 (SUV),,,blue,b,36031
201-W-447,2020-Jan-13,,Opel,Corsa,Hatchback,Silver,A,19209
XXX-X-369,2019-07-16,Dublin,BMW : X3 (SUV),,,red,c,59349
182-D-1458,2018-Jul-25,Dublin,opel,astra : hatchback,,<colour>Blue</colour>,A,25792
202-w-2696,09 Jul,WATERFORD,Audi : A6,,Saloon,WHITE,3,82279
201-c-4392,05 Mar,CORK,Mazda : Mazda6,,Saloon,WHITE,2,39739
201-C-412,2020-Mar-26,,audi,A4,Estate,#FF0000,B,51454
201-L-1626,2020-Jan-09,,Mercedes,A-Class,Saloon,Silver,B,41139
201-L-630,2020-Jan-12,,Audi,A6,Saloon,White,C,68157
191-W-3067,2019-Jan-07,,Opel,Corsa,Hatchback,White,A,20544
182-W-2514,2018-Jul-11,Waterford,toyota,camery : saloon,,<colour>Blue</colour>,B,39663
182-c-4804,06 Aug,CORK,BMW : 2 series,,Coupe,SILVER,2,87108
191-D-714,2019-Apr-15,,Mercedes,C-Class,Estate,Red,B,107811
XXX-X-287,2019-03-15,Waterford,Ford : Focus (Hatchback),,,blue,a,36348
XXX-X-3131,2020-02-12,Dublin,Mercedes : A-Class (Hatchback),,,silver,b,42694
201-D-2400,2020-Jan-02,Dublin,audi,a4 : saloon,,<colour>White</colour>,B,44360
202-l-3824,14 Aug,LIMERICK,Mazda : Mazda6,,Estate,RED,2,35644
201-d-847,07 Feb,DUBLIN,Mercedes : C-Class,,Estate,WHITE,2,80706
192-C-2757,2019-Aug-05,,audi,A6,Estate,#FF0000,C,69956
181-w-218,05 Jan,WATERFORD,BMW : 3 Series,,Estate,SILVER,2,69198
XXX-X-3478,2020-01-13,Dublin,BMW : 3 Series (Hatchback),,,white,c,55591
191-D-1609,2019-Apr-13,,Toyota,Yaris,Hatchback,White,A,17513
181-D-4204,2018-Mar-02,,bmw,7 SERIES,Saloon,#FFFFFF,D,122478
191-D-4564,2019-May-23,Dublin,opel,corsa : hatchback,,<colour>Blue</colour>,A,24660
192-D-1054,2019-Sep-14,,toyota,COROLLA,Saloon,#C0C0C0,B,31883
182-d-4642,06 Nov,DUBLIN,Opel : Astra,,Hatchback,BLUE,1,32367
201-D-499,2020-Mar-07,,Toyota,Corolla,Saloon,White,B,30912
181-C-2758,2018-Mar-03,,Ford,Focus,Estate,Red,A,35617
202-W-138,2020-Jul-03,Waterford,ford,fiesta : hatchback,,<colour>Silver</colour>,A,29097
XXX-X-2774,2020-07-12,Limerick,Mazda : Mazda3 (Saloon),,,blue,b,32695
201-c-4471,24 Feb,CORK,Audi : A6,,Estate,WHITE,3,66367
XXX-X-2537,2019-03-15,Dublin,Opel : Astra (Hatchback),,,blue,a,28347
191-G-4546,2019-Mar-21,,Audi,Q3,SUV,Orange,B,54880
XXX-X-2265,2020-01-17,Waterford,Mercedes : C-Class (Saloon),,,blue,b,76974
192-d-413,10 Jul,DUBLIN,Toyota : Camery,,Saloon,BLUE,2,39534
181-L-2318,2018-Mar-15,,Toyota,Camery,Saloon,Red,B,39565
181-C-132,2018-Feb-14,,Ford,Mondeo,Hatchback,Silver,B,33349
181-C-3875,2018-Jan-03,,Mazda,Mazda3,Saloon,Blue,B,35448
201-C-4268,2020-Mar-19,Cork,bmw,3 series : estate,,<colour>White</colour>,B,65356
191-C-3861,2019-Jan-17,,Audi,A4,Saloon,Silver,B,47034
201-D-943,2020-Mar-04,,Ford,Fiesta,Hatchback,Red,A,24885
181-W-1234,2018-Feb-24,Waterford,bmw,3 series : estate,,<colour>Silver</colour>,B,43329
191-D-755,2019-Jan-17,Dublin,mazda,mazda6 : estate,,<colour>White</colour>,B,38412
191-D-3299,2019-Jan-01,Dublin,opel,grandland x : suv,,<colour>Silver</colour>,B,37207
XXX-X-2842,2019-02-21,Dublin,Mazda : Mazda6 (Estate),,,white,b,35852
201-l-3186,22 Jan,LIMERICK,Mazda : Mazda6,,Estate,WHITE,2,42092
XXX-X-1738,2020-07-11,Cork,Opel : Astra (Estate),,,white,b,27899
XXX-X-3288,2018-07-08,Dublin,Mercedes : GLC-Class (SUV),,,red,c,55421
XXX-X-4053,2019-03-03,Cork,Toyota : Yaris (Hatchback),,,white,a,19354
182-g-35,07 Sep,GALWAY,Mercedes : A-Class,,Saloon,RED,2,41301
XXX-X-300,2019-01-08,Waterford,Ford : Focus (Hatchback),,,silver,a,25854
201-w-3910,16 Jan,WATERFORD,Mercedes : A-Class,,Hatchback,WHITE,2,35643
XXX-X-1837,2020-07-13,Cork,Opel : Crossland X (SUV),,,white,a,23640
191-c-907,03 Jan,CORK,Mazda : Mazda6,,Saloon,WHITE,2,43300
191-g-21,06 Feb,GALWAY,Opel : Astra,,Hatchback,WHITE,1,27473
191-C-3311,2019-Jan-08,Cork,mercedes,c-class : saloon,,<colour>Red</colour>,B,57762
191-W-2572,2019-Jan-17,Waterford,ford,mondeo : hatchback,,<colour>White</colour>,B,34435
XXX-X-4547,2020-07-20,Cork,Audi : A4 (Saloon),,,white,b,52274
181-l-775,02 Mar,LIMERICK,Opel : Astra,,Hatchback,SILVER,1,31734
XXX-X-4222,2019-05-16,Cork,Ford : Focus (Hatchback),,,red,a,39323
192-D-722,2019-Jul-12,,Mazda,Mazda3,Saloon,White,B,30568
201-c-1821,16 Mar,CORK,Toyota : Rav4,,SUV,SILVER,2,42210
XXX-X-2115,2019-03-03,Cork,Mercedes : A-Class (Saloon),,,white,b,43191
191-c-3538,10 Feb,CORK,Ford : Fiesta,,Hatchback,ORANGE,1,26475
182-D-4152,2018-Jul-27,Dublin,ford,focus : estate,,<colour>Blue</colour>,A,43890
XXX-X-3083,2018-03-22,Galway,Opel : Insignia (Hatchback),,,red,b,35064
202-D-737,2020-Jul-25,,Opel,Astra,Hatchback,Red,A,32145
XXX-X-588,2020-07-03,Waterford,BMW : 7 Series (Saloon),,,white,d,201487
191-D-3185,2019-Jan-24,Dublin,ford,focus : hatchback,,<colour>White</colour>,A,33232
191-g-1780,07 Jan,GALWAY,Opel : Astra,,Hatchback,WHITE,1,32892
201-D-4019,2020-Mar-09,Dublin,ford,fiesta : hatchback,,<colour>White</colour>,A,26855
201-L-1721,2020-Feb-06,Limerick,bmw,3 series : saloon,,<colour>Red</colour>,B,57578
191-d-4406,07 Jan,DUBLIN,Mazda : Mazda6,,Estate,BLUE,2,41557
201-L-4737,2020-Jan-12,,ford,MONDEO,Saloon,#FFFFFF,B,40992
201-W-926,2020-Mar-15,Waterford,bmw,3 series : estate,,<colour>White</colour>,B,68819
191-W-4802,2019-Mar-15,Waterford,mazda,mazda3 : hatchback,,<colour>Red</colour>,B,31717
XXX-X-1112,2020-04-14,Cork,Mercedes : C-Class (Estate),,,blue,b,115526
191-c-3316,04 Jan,CORK,Audi : Q3,,SUV,RED,2,54467
191-D-878,2019-Jan-06,Dublin,audi,a6 : estate,,<colour>Blue</colour>,C,65759
191-C-244,2019-Jan-01,,Toyota,Yaris,Hatchback,Red,A,15259
191-C-1355,2019-Mar-22,,Mazda,Mazda3,Hatchback,White,B,36392
202-D-3421,2020-Jul-06,,opel,CROSSLAND X,SUV,#FFFFFF,A,27416
191-L-2679,2019-Feb-07,Limerick,mercedes,a-class : hatchback,,<colour>Red</colour>,B,41662
192-D-2339,2019-Sep-01,,Audi,A4,Saloon,Orange,B,50587
XXX-X-460,2019-07-15,Dublin,BMW : 5 Series (Estate),,,blue,c,78516
191-D-3975,2019-Feb-08,,Ford,Mondeo,Hatchback,Silver,B,36065
181-W-1091,2018-Jan-22,,Ford,Mustang,Coupe,Blue,C,50627
XXX-X-1853,2020-07-24,Cork,Toyota : Prius (Hatchback),,,white,b,35160
201-D-1356,2020-Mar-07,,BMW,3 Series,Saloon,White,B,68039
181-G-1598,2018-Jan-17,Galway,ford,focus : hatchback,,<colour>White</colour>,A,37448
181-d-2447,02 Jan,DUBLIN,Audi : A6,,Estate,WHITE,3,92415
XXX-X-227,2020-02-06,Dublin,Audi : A4 (Estate),,,red,b,48199
181-C-1716,2018-Jan-24,Cork,bmw,2 series : coupe,,<colour>Silver</colour>,B,91519
182-W-3012,2018-Jul-25,Waterford,mazda,cx-5 : suv,,<colour>Blue</colour>,B,42890
201-D-1690,2020-Jan-27,,Toyota,Rav4,SUV,Silver,B,49570
XXX-X-4145,2018-03-11,Waterford,Mazda : Mazda3 (Hatchback),,,silver,b,28057
XXX-X-3164,2018-08-24,Dublin,Toyota : Corolla (Saloon),,,white,b,29329
181-D-3816,2018-Jan-22,,Mercedes,C-Class,Saloon,White,B,66857
XXX-X-1296,2020-01-17,Limerick,Mazda : CX-30 (SUV),,,blue,b,39066
192-C-859,2019-Aug-20,Cork,toyota,corolla : hatchback,,<colour>White</colour>,B,28240
192-G-14,2019-Jul-15,,Toyota,Corolla,Hatchback,White,B,32950
191-D-3011,2019-May-25,Dublin,mazda,cx-30 : suv,,<colour>Blue</colour>,B,32204
201-G-2009,2020-Feb-02,Galway,ford,focus : hatchback,,<colour>Red</colour>,A,25961
181-D-1888,2018-Jan-25,,Mazda,Mazda6,Estate,Red,B,35965
191-l-2158,25 Jan,LIMERICK,Mercedes : A-Class,,Saloon,WHITE,2,34524
181-D-1468,2018-Jan-06,Dublin,mazda,cx-5 : suv,,<colour>Orange</colour>,B,45405
201-d-2089,13 Feb,DUBLIN,BMW : 7 Series,,Saloon,WHITE,4,173722
181-c-746,26 Jan,CORK,Ford : Focus,,Hatchback,BLUE,1,42405
191-C-4515,2019-Feb-25,Cork,opel,corsa : hatchback,,<colour>Blue</colour>,A,23626
201-D-3170,2020-Jan-04,,Mazda,Mazda6,Estate,Blue,B,37244
181-C-3892,2018-Jan-19,,Audi,A4,Estate,White,B,42493
201-W-4125,2020-Jan-03,,Mazda,Mazda6,Saloon,Red,B,37578
XXX-X-4375,2018-02-09,Dublin,Toyota : Corolla (Hatchback),,,red,b,33136
182-d-3574,11 Jul,DUBLIN,Ford : Focus,,Hatchback,WHITE,1,44017
191-C-1274,2019-Jan-17,,Ford,Focus,Hatchback,Red,A,29655
181-g-1211,06 Mar,GALWAY,Opel : Astra,,Hatchback,SILVER,1,25375
XXX-X-2624,2020-04-20,Dublin,Opel : Astra (Hatchback),,,white,a,32214
182-G-4885,2018-Sep-03,,Audi,Q3,SUV,Orange,B,50001
192-C-1287,2019-Jul-02,,Opel,Insignia,Hatchback,White,B,29462
201-d-932,13 Jan,DUBLIN,Mercedes : C-Class,,Saloon,WHITE,2,103854
192-D-4395,2019-Jul-22,,Toyota,Yaris,Hatchback,Blue,A,17330
192-D-3494,2019-Jul-03,Dublin,opel,astra : estate,,<colour>Blue</colour>,B,25225
181-G-1057,2018-Jan-15,,Toyota,Camery,Saloon,Silver,B,39402
202-G-1876,2020-Oct-11,,Mazda,Mazda6,Estate,White,B,36183
181-C-1143,2018-Apr-24,,Ford,Mustang,Coupe,White,C,49861
XXX-X-1098,2020-05-05,Dublin,Opel : Crossland X (SUV),,,white,a,24168
201-G-2144,2020-Jan-22,,mercedes,A-CLASS,Saloon,#C0C0C0,B,57162
181-C-1316,2018-Jan-17,Cork,ford,fiesta : hatchback,,<colour>Red</colour>,A,28910
182-D-4868,2018-Jul-04,,Opel,Insignia,Hatchback,White,B,38317
182-D-1708,2018-Jul-02,,opel,CORSA,Hatchback,#FFFFFF,A,21034
192-D-1989,2019-Jul-22,,Mercedes,GLC-Class,SUV,Red,C,107052
192-w-1405,16 Jul,WATERFORD,Toyota : Prius,,Hatchback,RED,2,35592
191-G-403,2019-Apr-10,,bmw,3 SERIES,Saloon,#0000FF,B,42192
191-L-4372,2019-Jan-18,Limerick,mazda,mazda3 : hatchback,,<colour>Blue</colour>,B,29939
201-D-3905,2020-Jan-09,,Audi,A4,Saloon,Orange,B,45016
181-D-2995,2018-Mar-11,Dublin,opel,corsa : hatchback,,<colour>Red</colour>,A,17668
181-C-1778,2018-May-19,Cork,audi,q3 : suv,,<colour>Red</colour>,B,52623
181-L-3463,2018-Mar-24,Limerick,mercedes,c-class : saloon,,<colour>Red</colour>,B,105183
201-D-2840,2020-Feb-09,,BMW,7 Series,Saloon,Red,D,225418
202-W-2735,2020-Jul-02,Waterford,opel,corsa : hatchback,,<colour>Silver</colour>,A,18990
181-C-714,2018-Jan-21,Cork,ford,fiesta : hatchback,,<colour>Blue</colour>,A,21136
XXX-X-2961,2018-07-12,Waterford,Mercedes : AMG-GT (Hatchback),,,red,d,204698
191-L-1513,2019-May-20,,Mercedes,A-Class,Hatchback,White,B,49361
181-L-3439,2018-Feb-27,,Mazda,Mazda3,Saloon,White,B,32149
181-G-3102,2018-Jan-19,,audi,Q7,SUV,#C0C0C0,D,97725
XXX-X-3339,2020-03-03,Limerick,Toyota : Yaris (Hatchback),,,white,a,17716
XXX-X-2415,2019-01-03,Dublin,Ford : Focus (Hatchback),,,white,a,25587
191-w-3387,02 Feb,WATERFORD,Opel : Astra,,Hatchback,BLUE,1,31845
191-d-857,17 Jan,DUBLIN,BMW : 3 Series,,Saloon,WHITE,2,57048
201-D-436,2020-Mar-23,Dublin,toyota,yaris : hatchback,,<colour>Blue</colour>,A,19131
192-G-2330,2019-Aug-11,,Opel,Grandland X,SUV,White,B,51705
202-L-2333,2020-Jul-05,,BMW,X3,SUV,Blue,C,116607
XXX-X-1132,2019-02-16,Limerick,Toyota : Camery (Saloon),,,red,b,39003
